"source","target","value"
"Sparsity_control","ROI_definition",0
"Graph_measures","ROI_definition",0
"Result_aggregation","ROI_definition",0
"Software","Combine_block",0
"S-INU_correction","Combine_block",0
"S-Denoised","Combine_block",0
"S-Gradient_Distortion_Correction","Combine_block",0
"S-Fuse_conform","Combine_block",0
"S-Skull_stripping","Combine_block",0
"S-Spatial_normalization","Combine_block",0
"S-BBR_crossmodal_registration","Combine_block",0
"S-Surface_reconstruction","Combine_block",0
"S-Segmentation","Combine_block",0
"F-Exclusion","Combine_block",0
"F-Concatenate_Runs","Combine_block",0
"F-Removal_Init_Vol","Combine_block",0
"F-Skull_extraction","Combine_block",0
"F-Alignment/Head_motion_est","Combine_block",0
"F-Despiking","Combine_block",0
"F-Scrubbing","Combine_block",0
"F-Interpolate","Combine_block",0
"F-Slice_timing_correction","Combine_block",0
"F-Field_map_correction","Combine_block",0
"F-Unwarp","Combine_block",0
"F-Combined_echos","Combine_block",0
"F-Intensity_normalization","Combine_block",0
"F-Grand_mean_scaling","Combine_block",0
"F-Coregistration","Combine_block",0
"F-Spatial_normalization","Combine_block",0
"F-Spatial_smooth","Combine_block",0
"F-Extract_regressors","Combine_block",0
"F-surface","Combine_block",0
"F-RETROICOR","Combine_block",0
"F-RVHRCOR","Combine_block",0
"F-ANATICOR","Combine_block",0
"F-PESTICA","Combine_block",0
"F-CompCor","Combine_block",0
"F-tCompCor","Combine_block",0
"F-aCompCor","Combine_block",0
"F-ME_ICA","Combine_block",0
"F-ArtRepair","Combine_block",0
"F-Temporal_detrending","Combine_block",0
"F-Global_signal","Combine_block",0
"F-ICA_FIX","Combine_block",0
"F-ICA_AROMA","Combine_block",0
"F-Temporal_filt","Combine_block",0
"F-motion_regression","Combine_block",0
"F-Other_confound_regression","Combine_block",0
"F-PhysIO","Combine_block",0
"F-Regressors_filter","Combine_block",0
"F-Modular_filter_motion","Combine_block",0
"F-wavelet_decomposition","Combine_block",0
"Atlas_definition","Combine_block",2
"Time_series_ROI","Combine_block",1
"ROI_definition","Combine_block",13
"Combine_block","Combine_block",0
"Compute_connectivity","Combine_block",0
"Connectivity_normalization","Combine_block",0
"Network_definition","Combine_block",0
"Graph_characteristics","Combine_block",0
"Negative_correlation","Combine_block",0
"Sparsity_control","Combine_block",0
"Graph_measures","Combine_block",0
"Result_aggregation","Combine_block",0
"Software","Compute_connectivity",0
"S-INU_correction","Compute_connectivity",0
"S-Denoised","Compute_connectivity",0
"S-Gradient_Distortion_Correction","Compute_connectivity",0
"S-Fuse_conform","Compute_connectivity",0
"S-Skull_stripping","Compute_connectivity",0
"S-Spatial_normalization","Compute_connectivity",0
"S-BBR_crossmodal_registration","Compute_connectivity",0
"S-Surface_reconstruction","Compute_connectivity",0
"S-Segmentation","Compute_connectivity",0
"F-Exclusion","Compute_connectivity",0
"F-Concatenate_Runs","Compute_connectivity",0
"F-Removal_Init_Vol","Compute_connectivity",0
"F-Skull_extraction","Compute_connectivity",0
"F-Alignment/Head_motion_est","Compute_connectivity",0
"F-Despiking","Compute_connectivity",0
"F-Scrubbing","Compute_connectivity",0
"F-Interpolate","Compute_connectivity",0
"F-Slice_timing_correction","Compute_connectivity",0
"F-Field_map_correction","Compute_connectivity",0
"F-Unwarp","Compute_connectivity",0
"F-Combined_echos","Compute_connectivity",0
"F-Intensity_normalization","Compute_connectivity",0
"F-Grand_mean_scaling","Compute_connectivity",0
"F-Coregistration","Compute_connectivity",0
"F-Spatial_normalization","Compute_connectivity",0
"F-Spatial_smooth","Compute_connectivity",0
"F-Extract_regressors","Compute_connectivity",0
"F-surface","Compute_connectivity",0
"F-RETROICOR","Compute_connectivity",0
"F-RVHRCOR","Compute_connectivity",0
"F-ANATICOR","Compute_connectivity",0
"F-PESTICA","Compute_connectivity",0
"F-CompCor","Compute_connectivity",0
"F-tCompCor","Compute_connectivity",0
"F-aCompCor","Compute_connectivity",1
"F-ME_ICA","Compute_connectivity",0
"F-ArtRepair","Compute_connectivity",0
"F-Temporal_detrending","Compute_connectivity",0
"F-Global_signal","Compute_connectivity",1
"F-ICA_FIX","Compute_connectivity",0
"F-ICA_AROMA","Compute_connectivity",0
"F-Temporal_filt","Compute_connectivity",5
"F-motion_regression","Compute_connectivity",3
"F-Other_confound_regression","Compute_connectivity",1
"F-PhysIO","Compute_connectivity",0
"F-Regressors_filter","Compute_connectivity",0
"F-Modular_filter_motion","Compute_connectivity",0
"F-wavelet_decomposition","Compute_connectivity",3
"Atlas_definition","Compute_connectivity",19
"Time_series_ROI","Compute_connectivity",1
"ROI_definition","Compute_connectivity",149
"Combine_block","Compute_connectivity",15
"Compute_connectivity","Compute_connectivity",0
"Connectivity_normalization","Compute_connectivity",2
"Network_definition","Compute_connectivity",0
"Graph_characteristics","Compute_connectivity",0
"Negative_correlation","Compute_connectivity",0
"Sparsity_control","Compute_connectivity",0
"Graph_measures","Compute_connectivity",0
"Result_aggregation","Compute_connectivity",0
"Software","Connectivity_normalization",0
"S-INU_correction","Connectivity_normalization",0
"S-Denoised","Connectivity_normalization",0
"S-Gradient_Distortion_Correction","Connectivity_normalization",0
"S-Fuse_conform","Connectivity_normalization",0
"S-Skull_stripping","Connectivity_normalization",0
"S-Spatial_normalization","Connectivity_normalization",0
"S-BBR_crossmodal_registration","Connectivity_normalization",0
"S-Surface_reconstruction","Connectivity_normalization",0
"S-Segmentation","Connectivity_normalization",0
"F-Exclusion","Connectivity_normalization",0
"F-Concatenate_Runs","Connectivity_normalization",0
"F-Removal_Init_Vol","Connectivity_normalization",0
"F-Skull_extraction","Connectivity_normalization",0
"F-Alignment/Head_motion_est","Connectivity_normalization",0
"F-Despiking","Connectivity_normalization",0
"F-Scrubbing","Connectivity_normalization",0
"F-Interpolate","Connectivity_normalization",0
"F-Slice_timing_correction","Connectivity_normalization",0
"F-Field_map_correction","Connectivity_normalization",0
"F-Unwarp","Connectivity_normalization",0
"F-Combined_echos","Connectivity_normalization",0
"F-Intensity_normalization","Connectivity_normalization",0
"F-Grand_mean_scaling","Connectivity_normalization",0
"F-Coregistration","Connectivity_normalization",0
"F-Spatial_normalization","Connectivity_normalization",0
"F-Spatial_smooth","Connectivity_normalization",0
"F-Extract_regressors","Connectivity_normalization",0
"F-surface","Connectivity_normalization",0
"F-RETROICOR","Connectivity_normalization",0
"F-RVHRCOR","Connectivity_normalization",0
"F-ANATICOR","Connectivity_normalization",0
"F-PESTICA","Connectivity_normalization",0
"F-CompCor","Connectivity_normalization",0
"F-tCompCor","Connectivity_normalization",0
"F-aCompCor","Connectivity_normalization",0
"F-ME_ICA","Connectivity_normalization",0
"F-ArtRepair","Connectivity_normalization",0
"F-Temporal_detrending","Connectivity_normalization",0
"F-Global_signal","Connectivity_normalization",0
"F-ICA_FIX","Connectivity_normalization",0
"F-ICA_AROMA","Connectivity_normalization",0
"F-Temporal_filt","Connectivity_normalization",0
"F-motion_regression","Connectivity_normalization",0
"F-Other_confound_regression","Connectivity_normalization",0
"F-PhysIO","Connectivity_normalization",0
"F-Regressors_filter","Connectivity_normalization",0
"F-Modular_filter_motion","Connectivity_normalization",0
"F-wavelet_decomposition","Connectivity_normalization",0
"Atlas_definition","Connectivity_normalization",0
"Time_series_ROI","Connectivity_normalization",0
"ROI_definition","Connectivity_normalization",2
"Combine_block","Connectivity_normalization",1
"Compute_connectivity","Connectivity_normalization",72
"Connectivity_normalization","Connectivity_normalization",0
"Network_definition","Connectivity_normalization",0
"Graph_characteristics","Connectivity_normalization",0
"Negative_correlation","Connectivity_normalization",0
"Sparsity_control","Connectivity_normalization",0
"Graph_measures","Connectivity_normalization",0
"Result_aggregation","Connectivity_normalization",0
"Software","Network_definition",0
"S-INU_correction","Network_definition",0
"S-Denoised","Network_definition",0
"S-Gradient_Distortion_Correction","Network_definition",0
"S-Fuse_conform","Network_definition",0
"S-Skull_stripping","Network_definition",0
"S-Spatial_normalization","Network_definition",0
"S-BBR_crossmodal_registration","Network_definition",0
"S-Surface_reconstruction","Network_definition",0
"S-Segmentation","Network_definition",0
"F-Exclusion","Network_definition",0
"F-Concatenate_Runs","Network_definition",0
"F-Removal_Init_Vol","Network_definition",0
"F-Skull_extraction","Network_definition",0
"F-Alignment/Head_motion_est","Network_definition",0
"F-Despiking","Network_definition",0
"F-Scrubbing","Network_definition",0
"F-Interpolate","Network_definition",0
"F-Slice_timing_correction","Network_definition",0
"F-Field_map_correction","Network_definition",0
"F-Unwarp","Network_definition",0
"F-Combined_echos","Network_definition",0
"F-Intensity_normalization","Network_definition",0
"F-Grand_mean_scaling","Network_definition",0
"F-Coregistration","Network_definition",0
"F-Spatial_normalization","Network_definition",0
"F-Spatial_smooth","Network_definition",0
"F-Extract_regressors","Network_definition",0
"F-surface","Network_definition",0
"F-RETROICOR","Network_definition",0
"F-RVHRCOR","Network_definition",0
"F-ANATICOR","Network_definition",0
"F-PESTICA","Network_definition",0
"F-CompCor","Network_definition",0
"F-tCompCor","Network_definition",0
"F-aCompCor","Network_definition",0
"F-ME_ICA","Network_definition",0
"F-ArtRepair","Network_definition",0
"F-Temporal_detrending","Network_definition",0
"F-Global_signal","Network_definition",0
"F-ICA_FIX","Network_definition",0
"F-ICA_AROMA","Network_definition",0
"F-Temporal_filt","Network_definition",0
"F-motion_regression","Network_definition",0
"F-Other_confound_regression","Network_definition",0
"F-PhysIO","Network_definition",0
"F-Regressors_filter","Network_definition",0
"F-Modular_filter_motion","Network_definition",0
"F-wavelet_decomposition","Network_definition",0
"Atlas_definition","Network_definition",0
"Time_series_ROI","Network_definition",0
"ROI_definition","Network_definition",1
"Combine_block","Network_definition",0
"Compute_connectivity","Network_definition",50
"Connectivity_normalization","Network_definition",32
"Network_definition","Network_definition",0
"Graph_characteristics","Network_definition",0
"Negative_correlation","Network_definition",0
"Sparsity_control","Network_definition",1
"Graph_measures","Network_definition",0
"Result_aggregation","Network_definition",0
"Software","Graph_characteristics",0
"S-INU_correction","Graph_characteristics",0
"S-Denoised","Graph_characteristics",0
"S-Gradient_Distortion_Correction","Graph_characteristics",0
"S-Fuse_conform","Graph_characteristics",0
"S-Skull_stripping","Graph_characteristics",0
"S-Spatial_normalization","Graph_characteristics",0
"S-BBR_crossmodal_registration","Graph_characteristics",0
"S-Surface_reconstruction","Graph_characteristics",0
"S-Segmentation","Graph_characteristics",0
"F-Exclusion","Graph_characteristics",0
"F-Concatenate_Runs","Graph_characteristics",0
"F-Removal_Init_Vol","Graph_characteristics",0
"F-Skull_extraction","Graph_characteristics",0
"F-Alignment/Head_motion_est","Graph_characteristics",0
"F-Despiking","Graph_characteristics",0
"F-Scrubbing","Graph_characteristics",0
"F-Interpolate","Graph_characteristics",0
"F-Slice_timing_correction","Graph_characteristics",0
"F-Field_map_correction","Graph_characteristics",0
"F-Unwarp","Graph_characteristics",0
"F-Combined_echos","Graph_characteristics",0
"F-Intensity_normalization","Graph_characteristics",0
"F-Grand_mean_scaling","Graph_characteristics",0
"F-Coregistration","Graph_characteristics",0
"F-Spatial_normalization","Graph_characteristics",0
"F-Spatial_smooth","Graph_characteristics",0
"F-Extract_regressors","Graph_characteristics",0
"F-surface","Graph_characteristics",0
"F-RETROICOR","Graph_characteristics",0
"F-RVHRCOR","Graph_characteristics",0
"F-ANATICOR","Graph_characteristics",0
"F-PESTICA","Graph_characteristics",0
"F-CompCor","Graph_characteristics",0
"F-tCompCor","Graph_characteristics",0
"F-aCompCor","Graph_characteristics",0
"F-ME_ICA","Graph_characteristics",0
"F-ArtRepair","Graph_characteristics",0
"F-Temporal_detrending","Graph_characteristics",0
"F-Global_signal","Graph_characteristics",0
"F-ICA_FIX","Graph_characteristics",0
"F-ICA_AROMA","Graph_characteristics",0
"F-Temporal_filt","Graph_characteristics",0
"F-motion_regression","Graph_characteristics",0
"F-Other_confound_regression","Graph_characteristics",0
"F-PhysIO","Graph_characteristics",0
"F-Regressors_filter","Graph_characteristics",0
"F-Modular_filter_motion","Graph_characteristics",0
"F-wavelet_decomposition","Graph_characteristics",0
"Atlas_definition","Graph_characteristics",0
"Time_series_ROI","Graph_characteristics",0
"ROI_definition","Graph_characteristics",3
"Combine_block","Graph_characteristics",0
"Compute_connectivity","Graph_characteristics",70
"Connectivity_normalization","Graph_characteristics",33
"Network_definition","Graph_characteristics",70
"Graph_characteristics","Graph_characteristics",0
"Negative_correlation","Graph_characteristics",0
"Sparsity_control","Graph_characteristics",0
"Graph_measures","Graph_characteristics",0
"Result_aggregation","Graph_characteristics",0
"Software","Negative_correlation",0
"S-INU_correction","Negative_correlation",0
"S-Denoised","Negative_correlation",0
"S-Gradient_Distortion_Correction","Negative_correlation",0
"S-Fuse_conform","Negative_correlation",0
"S-Skull_stripping","Negative_correlation",0
"S-Spatial_normalization","Negative_correlation",0
"S-BBR_crossmodal_registration","Negative_correlation",0
"S-Surface_reconstruction","Negative_correlation",0
"S-Segmentation","Negative_correlation",0
"F-Exclusion","Negative_correlation",0
"F-Concatenate_Runs","Negative_correlation",0
"F-Removal_Init_Vol","Negative_correlation",0
"F-Skull_extraction","Negative_correlation",0
"F-Alignment/Head_motion_est","Negative_correlation",0
"F-Despiking","Negative_correlation",0
"F-Scrubbing","Negative_correlation",0
"F-Interpolate","Negative_correlation",0
"F-Slice_timing_correction","Negative_correlation",0
"F-Field_map_correction","Negative_correlation",0
"F-Unwarp","Negative_correlation",0
"F-Combined_echos","Negative_correlation",0
"F-Intensity_normalization","Negative_correlation",0
"F-Grand_mean_scaling","Negative_correlation",0
"F-Coregistration","Negative_correlation",0
"F-Spatial_normalization","Negative_correlation",0
"F-Spatial_smooth","Negative_correlation",0
"F-Extract_regressors","Negative_correlation",0
"F-surface","Negative_correlation",0
"F-RETROICOR","Negative_correlation",0
"F-RVHRCOR","Negative_correlation",0
"F-ANATICOR","Negative_correlation",0
"F-PESTICA","Negative_correlation",0
"F-CompCor","Negative_correlation",0
"F-tCompCor","Negative_correlation",0
"F-aCompCor","Negative_correlation",0
"F-ME_ICA","Negative_correlation",0
"F-ArtRepair","Negative_correlation",0
"F-Temporal_detrending","Negative_correlation",0
"F-Global_signal","Negative_correlation",0
"F-ICA_FIX","Negative_correlation",0
"F-ICA_AROMA","Negative_correlation",0
"F-Temporal_filt","Negative_correlation",0
"F-motion_regression","Negative_correlation",0
"F-Other_confound_regression","Negative_correlation",0
"F-PhysIO","Negative_correlation",0
"F-Regressors_filter","Negative_correlation",0
"F-Modular_filter_motion","Negative_correlation",0
"F-wavelet_decomposition","Negative_correlation",0
"Atlas_definition","Negative_correlation",0
"Time_series_ROI","Negative_correlation",0
"ROI_definition","Negative_correlation",0
"Combine_block","Negative_correlation",0
"Compute_connectivity","Negative_correlation",1
"Connectivity_normalization","Negative_correlation",1
"Network_definition","Negative_correlation",5
"Graph_characteristics","Negative_correlation",81
"Negative_correlation","Negative_correlation",0
"Sparsity_control","Negative_correlation",0
"Graph_measures","Negative_correlation",0
"Result_aggregation","Negative_correlation",0
"Software","Sparsity_control",0
"S-INU_correction","Sparsity_control",0
"S-Denoised","Sparsity_control",0
"S-Gradient_Distortion_Correction","Sparsity_control",0
"S-Fuse_conform","Sparsity_control",0
"S-Skull_stripping","Sparsity_control",0
"S-Spatial_normalization","Sparsity_control",0
"S-BBR_crossmodal_registration","Sparsity_control",0
"S-Surface_reconstruction","Sparsity_control",0
"S-Segmentation","Sparsity_control",0
"F-Exclusion","Sparsity_control",0
"F-Concatenate_Runs","Sparsity_control",0
"F-Removal_Init_Vol","Sparsity_control",0
"F-Skull_extraction","Sparsity_control",0
"F-Alignment/Head_motion_est","Sparsity_control",0
"F-Despiking","Sparsity_control",0
"F-Scrubbing","Sparsity_control",0
"F-Interpolate","Sparsity_control",0
"F-Slice_timing_correction","Sparsity_control",0
"F-Field_map_correction","Sparsity_control",0
"F-Unwarp","Sparsity_control",0
"F-Combined_echos","Sparsity_control",0
"F-Intensity_normalization","Sparsity_control",0
"F-Grand_mean_scaling","Sparsity_control",0
"F-Coregistration","Sparsity_control",0
"F-Spatial_normalization","Sparsity_control",0
"F-Spatial_smooth","Sparsity_control",0
"F-Extract_regressors","Sparsity_control",0
"F-surface","Sparsity_control",0
"F-RETROICOR","Sparsity_control",0
"F-RVHRCOR","Sparsity_control",0
"F-ANATICOR","Sparsity_control",0
"F-PESTICA","Sparsity_control",0
"F-CompCor","Sparsity_control",0
"F-tCompCor","Sparsity_control",0
"F-aCompCor","Sparsity_control",0
"F-ME_ICA","Sparsity_control",0
"F-ArtRepair","Sparsity_control",0
"F-Temporal_detrending","Sparsity_control",0
"F-Global_signal","Sparsity_control",0
"F-ICA_FIX","Sparsity_control",0
"F-ICA_AROMA","Sparsity_control",0
"F-Temporal_filt","Sparsity_control",0
"F-motion_regression","Sparsity_control",0
"F-Other_confound_regression","Sparsity_control",0
"F-PhysIO","Sparsity_control",0
"F-Regressors_filter","Sparsity_control",0
"F-Modular_filter_motion","Sparsity_control",0
"F-wavelet_decomposition","Sparsity_control",0
"Atlas_definition","Sparsity_control",0
"Time_series_ROI","Sparsity_control",0
"ROI_definition","Sparsity_control",0
"Combine_block","Sparsity_control",0
"Compute_connectivity","Sparsity_control",5
"Connectivity_normalization","Sparsity_control",3
"Network_definition","Sparsity_control",5
"Graph_characteristics","Sparsity_control",83
"Negative_correlation","Sparsity_control",77
"Sparsity_control","Sparsity_control",0
"Graph_measures","Sparsity_control",0
"Result_aggregation","Sparsity_control",0
"Software","Graph_measures",0
"S-INU_correction","Graph_measures",0
"S-Denoised","Graph_measures",0
"S-Gradient_Distortion_Correction","Graph_measures",0
"S-Fuse_conform","Graph_measures",0
"S-Skull_stripping","Graph_measures",0
"S-Spatial_normalization","Graph_measures",0
"S-BBR_crossmodal_registration","Graph_measures",0
"S-Surface_reconstruction","Graph_measures",0
"S-Segmentation","Graph_measures",0
"F-Exclusion","Graph_measures",0
"F-Concatenate_Runs","Graph_measures",0
"F-Removal_Init_Vol","Graph_measures",0
"F-Skull_extraction","Graph_measures",0
"F-Alignment/Head_motion_est","Graph_measures",0
"F-Despiking","Graph_measures",0
"F-Scrubbing","Graph_measures",0
"F-Interpolate","Graph_measures",0
"F-Slice_timing_correction","Graph_measures",0
"F-Field_map_correction","Graph_measures",0
"F-Unwarp","Graph_measures",0
"F-Combined_echos","Graph_measures",0
"F-Intensity_normalization","Graph_measures",0
"F-Grand_mean_scaling","Graph_measures",0
"F-Coregistration","Graph_measures",0
"F-Spatial_normalization","Graph_measures",0
"F-Spatial_smooth","Graph_measures",0
"F-Extract_regressors","Graph_measures",0
"F-surface","Graph_measures",0
"F-RETROICOR","Graph_measures",0
"F-RVHRCOR","Graph_measures",0
"F-ANATICOR","Graph_measures",0
"F-PESTICA","Graph_measures",0
"F-CompCor","Graph_measures",0
"F-tCompCor","Graph_measures",0
"F-aCompCor","Graph_measures",0
"F-ME_ICA","Graph_measures",0
"F-ArtRepair","Graph_measures",0
"F-Temporal_detrending","Graph_measures",0
"F-Global_signal","Graph_measures",0
"F-ICA_FIX","Graph_measures",0
"F-ICA_AROMA","Graph_measures",0
"F-Temporal_filt","Graph_measures",1
"F-motion_regression","Graph_measures",0
"F-Other_confound_regression","Graph_measures",0
"F-PhysIO","Graph_measures",0
"F-Regressors_filter","Graph_measures",0
"F-Modular_filter_motion","Graph_measures",0
"F-wavelet_decomposition","Graph_measures",0
"Atlas_definition","Graph_measures",3
"Time_series_ROI","Graph_measures",0
"ROI_definition","Graph_measures",0
"Combine_block","Graph_measures",0
"Compute_connectivity","Graph_measures",3
"Connectivity_normalization","Graph_measures",4
"Network_definition","Graph_measures",4
"Graph_characteristics","Graph_measures",12
"Negative_correlation","Graph_measures",11
"Sparsity_control","Graph_measures",172
"Graph_measures","Graph_measures",0
"Result_aggregation","Graph_measures",0
"Software","Result_aggregation",0
"S-INU_correction","Result_aggregation",0
"S-Denoised","Result_aggregation",0
"S-Gradient_Distortion_Correction","Result_aggregation",0
"S-Fuse_conform","Result_aggregation",0
"S-Skull_stripping","Result_aggregation",0
"S-Spatial_normalization","Result_aggregation",0
"S-BBR_crossmodal_registration","Result_aggregation",0
"S-Surface_reconstruction","Result_aggregation",0
"S-Segmentation","Result_aggregation",0
"F-Exclusion","Result_aggregation",0
"F-Concatenate_Runs","Result_aggregation",0
"F-Removal_Init_Vol","Result_aggregation",0
"F-Skull_extraction","Result_aggregation",0
"F-Alignment/Head_motion_est","Result_aggregation",0
"F-Despiking","Result_aggregation",0
"F-Scrubbing","Result_aggregation",0
"F-Interpolate","Result_aggregation",0
"F-Slice_timing_correction","Result_aggregation",0
"F-Field_map_correction","Result_aggregation",0
"F-Unwarp","Result_aggregation",0
"F-Combined_echos","Result_aggregation",0
"F-Intensity_normalization","Result_aggregation",0
"F-Grand_mean_scaling","Result_aggregation",0
"F-Coregistration","Result_aggregation",0
"F-Spatial_normalization","Result_aggregation",0
"F-Spatial_smooth","Result_aggregation",0
"F-Extract_regressors","Result_aggregation",0
"F-surface","Result_aggregation",0
"F-RETROICOR","Result_aggregation",0
"F-RVHRCOR","Result_aggregation",0
"F-ANATICOR","Result_aggregation",0
"F-PESTICA","Result_aggregation",0
"F-CompCor","Result_aggregation",0
"F-tCompCor","Result_aggregation",0
"F-aCompCor","Result_aggregation",0
"F-ME_ICA","Result_aggregation",0
"F-ArtRepair","Result_aggregation",0
"F-Temporal_detrending","Result_aggregation",0
"F-Global_signal","Result_aggregation",0
"F-ICA_FIX","Result_aggregation",0
"F-ICA_AROMA","Result_aggregation",0
"F-Temporal_filt","Result_aggregation",0
"F-motion_regression","Result_aggregation",0
"F-Other_confound_regression","Result_aggregation",0
"F-PhysIO","Result_aggregation",0
"F-Regressors_filter","Result_aggregation",0
"F-Modular_filter_motion","Result_aggregation",0
"F-wavelet_decomposition","Result_aggregation",0
"Atlas_definition","Result_aggregation",0
"Time_series_ROI","Result_aggregation",0
"ROI_definition","Result_aggregation",0
"Combine_block","Result_aggregation",0
"Compute_connectivity","Result_aggregation",0
"Connectivity_normalization","Result_aggregation",0
"Network_definition","Result_aggregation",0
"Graph_characteristics","Result_aggregation",0
"Negative_correlation","Result_aggregation",0
"Sparsity_control","Result_aggregation",0
"Graph_measures","Result_aggregation",0
"Result_aggregation","Result_aggregation",0
